kalimat,label
pemasukan 5000,pemasukan
750 ribu dari klien sebagai dikasih,pemasukan
menerima uang 5.000.000 dari trading,pemasukan
pendapatan 250.000,pemasukan
refund uang 50.000 dari toko,pemasukan
5.000.000 dari endorse sebagai uang kembali,pemasukan
komisi uang 20rb dari endorse,pemasukan
duit masuk 750 ribu,pemasukan
keluar uang 750 ribu,pengeluaran
teman gaji 20rb,pemasukan
250.000 untuk tarik tunai handphone,pengeluaran
5000 untuk biaya token listrik,pengeluaran
50.000 buat pulsa,pengeluaran
1 juta buat motor,pengeluaran
keluar duit 2jt,pengeluaran
bayar tas 750 ribu,pengeluaran
biaya wifi 1 juta,pengeluaran
duit masuk 5000,pemasukan
gaji 10 ribu,pemasukan
1 juta dari donatur sebagai gaji,pemasukan
750 ribu dari jualan online sebagai gaji,pemasukan
keluar duit 20rb,pengeluaran
top up 250.000,pengeluaran
duit masuk 250.000,pemasukan
hadiah uang 1 juta dari trading,pemasukan
freelance dapat 1 juta,pemasukan
orang tua pendapatan 5.000.000,pemasukan
2jt untuk narik uang paket data,pengeluaran
duit masuk 2jt,pemasukan
keluar duit 20rb,pengeluaran
50.000 buat ayam geprek,pengeluaran
keluar duit 5000,pengeluaran
250.000 buat wifi,pengeluaran
endorse menjual 10 ribu,pemasukan
duit masuk 2jt,pemasukan
hadiah uang 20rb dari trading,pemasukan
1 juta untuk keluar uang tas,pengeluaran
keluar uang 2jt,pengeluaran
250.000 dari bos sebagai gaji,pemasukan
5000 buat jajanan,pengeluaran
donasi keluar BBM 1 juta,pengeluaran
membayar game online 1 juta,pengeluaran
pemasukan uang 50.000 dari donatur,pemasukan
keluar duit 750 ribu,pengeluaran
komisi uang 2jt dari orang tua,pemasukan
menang uang 10 ribu dari trading,pemasukan
konten youtube uang kembali 10 ribu,pemasukan
750 ribu dari endorse sebagai menerima,pemasukan
ditransfer uang 750 ribu dari konten youtube,pemasukan
100k dari konten youtube sebagai terima,pemasukan
dapat uang 50.000 dari proyek,pemasukan
dikasih uang 250.000 dari endorse,pemasukan
20rb buat nasi goreng,pengeluaran
20rb buat sepatu,pengeluaran
5000 buat listrik,pengeluaran
keluar duit 2jt,pengeluaran
1 juta buat wifi,pengeluaran
biaya 20rb,pengeluaran
1 juta dari donatur sebagai donasi masuk,pemasukan
menerima uang 250.000 dari trading,pemasukan
donasi keluar 750 ribu,pengeluaran
dapat 5000,pemasukan
trading gaji 100k,pemasukan
keluar duit 750 ribu,pengeluaran
duit masuk 750 ribu,pemasukan
membeli parkir 1 juta,pengeluaran
keluar duit 50.000,pengeluaran
2jt untuk membayar baju,pengeluaran
dikasih uang 100k dari investasi,pemasukan
kirim 10 ribu,pengeluaran
uang kembali uang 5000 dari toko,pemasukan
donasi masuk uang 10 ribu dari freelance,pemasukan
1 juta dari toko sebagai bonus,pemasukan
keluar duit 20rb,pengeluaran
50.000 dari kerja part-time sebagai dikasih,pemasukan
endorse refund 5000,pemasukan
hadiah 1 juta,pemasukan
keluar duit 10 ribu,pengeluaran
20rb dari kerja part-time sebagai pemasukan,pemasukan
2jt untuk donasi keluar BBM,pengeluaran
10 ribu untuk spend game online,pengeluaran
2jt buat buku,pengeluaran
konten youtube transfer masuk 250.000,pemasukan
1 juta untuk sumbangan komputer,pengeluaran
komisi 5000,pemasukan
50.000 dari trading sebagai donasi masuk,pemasukan
5000 dari orang tua sebagai dapat,pemasukan
duit masuk 50.000,pemasukan
250.000 untuk isi saldo parkir,pengeluaran
dikasih uang 2jt dari investasi,pemasukan
menjual uang 1 juta dari bos,pemasukan
keluar duit 50.000,pengeluaran
keluar duit 2jt,pengeluaran
duit masuk 5.000.000,pemasukan
100k untuk tarik tunai es kopi,pengeluaran
20rb untuk donasi keluar nasi goreng,pengeluaran
750 ribu untuk membayar parkir,pengeluaran
donasi masuk uang 5.000.000 dari toko,pemasukan
100k dari teman sebagai transfer masuk,pemasukan
orang tua menjual 5000,pemasukan
750 ribu dari trading sebagai refund,pemasukan
50.000 dari kerja part-time sebagai transfer masuk,pemasukan
investasi menerima 2jt,pemasukan
menerima 750 ribu,pemasukan
pengeluaran 100k,pengeluaran
refund 5000,pemasukan
keluar duit 20rb,pengeluaran
pengeluaran 1 juta,pengeluaran
duit masuk 10 ribu,pemasukan
bayar jajanan 5000,pengeluaran
10 ribu buat baju,pengeluaran
20rb buat es kopi,pengeluaran
duit masuk 750 ribu,pemasukan
menerima uang 750 ribu dari konten youtube,pemasukan
pengeluaran 1 juta,pengeluaran
250.000 buat baju,pengeluaran
keluar duit 1 juta,pengeluaran
duit masuk 5000,pemasukan
narik uang 5000,pengeluaran
hadiah 100k,pemasukan
750 ribu buat wifi,pengeluaran
biaya buku 5000,pengeluaran
pendapatan uang 5.000.000 dari trading,pemasukan
menjual uang 2jt dari donatur,pemasukan
pendapatan uang 10 ribu dari trading,pemasukan
10 ribu buat air,pengeluaran
membayar wifi 5.000.000,pengeluaran
refund 2jt,pemasukan
10 ribu untuk keluar uang buku,pengeluaran
750 ribu untuk bayar game online,pengeluaran
tarik tunai 2jt,pengeluaran
hadiah 2jt,pemasukan
ditransfer uang 100k dari freelance,pemasukan
tarik tunai baju 750 ribu,pengeluaran
refund 100k,pemasukan
1 juta untuk top up paket data,pengeluaran
duit masuk 5.000.000,pemasukan
duit masuk 2jt,pemasukan
20rb buat listrik,pengeluaran
2jt buat sepatu,pengeluaran
transfer masuk uang 50.000 dari orang tua,pemasukan
bayar 1 juta,pengeluaran
duit masuk 10 ribu,pemasukan
keluar duit 5.000.000,pengeluaran
bonus 5000,pemasukan
top up 5000,pengeluaran
10 ribu buat wifi,pengeluaran
membeli 5000,pengeluaran
menerima 10 ribu,pemasukan
refund uang 100k dari proyek,pemasukan
membayar 100k,pengeluaran
membeli 2jt,pengeluaran
bayar handphone 2jt,pengeluaran
keluar duit 20rb,pengeluaran
250.000 dari toko sebagai dikasih,pemasukan
kirim komputer 5000,pengeluaran
biaya 250.000,pengeluaran
keluar duit 10 ribu,pengeluaran
kerja part-time pendapatan 750 ribu,pemasukan
pendapatan 10 ribu,pemasukan
beli jajanan 1 juta,pengeluaran
5.000.000 untuk ongkos nasi goreng,pengeluaran
refund uang 20rb dari bos,pemasukan
50.000 dari endorse sebagai menang,pemasukan
donasi keluar parkir 5000,pengeluaran
100k dari trading sebagai menjual,pemasukan
menjual 20rb,pemasukan
keluar duit 50.000,pengeluaran
keluar duit 5.000.000,pengeluaran
pengeluaran 750 ribu,pengeluaran
100k buat buku,pengeluaran
10 ribu dari event sebagai uang kembali,pemasukan
2jt dari bos sebagai donasi masuk,pemasukan
keluar duit 1 juta,pengeluaran
bayar 10 ribu,pengeluaran
5000 buat handphone,pengeluaran
1 juta dari klien sebagai menerima,pemasukan
250.000 dari teman sebagai gaji,pemasukan
keluar duit 5.000.000,pengeluaran
proyek gaji 5000,pemasukan
250.000 buat pulsa,pengeluaran
narik uang baju 100k,pengeluaran
hadiah 20rb,pemasukan
pendapatan 50.000,pemasukan
refund 5.000.000,pemasukan
keluar duit 50.000,pengeluaran
keluar duit 250.000,pengeluaran
biaya jajanan 750 ribu,pengeluaran
bos transfer masuk 20rb,pemasukan
gaji 250.000,pemasukan
2jt untuk sumbangan nasi goreng,pengeluaran
750 ribu dari konten youtube sebagai transfer masuk,pemasukan
20rb dari bos sebagai dikasih,pemasukan
50.000 dari freelance sebagai donasi masuk,pemasukan
gaji uang 2jt dari freelance,pemasukan
pemasukan uang 2jt dari toko,pemasukan
5000 untuk membeli BBM,pengeluaran
2jt dari bos sebagai pendapatan,pemasukan
toko terima 250.000,pemasukan
dikasih 5.000.000,pemasukan
20rb buat es kopi,pengeluaran
menang 250.000,pemasukan
teman gaji 5.000.000,pemasukan
uang kembali 100k,pemasukan
750 ribu buat tas,pengeluaran
klien menjual 250.000,pemasukan
duit masuk 100k,pemasukan
keluar duit 10 ribu,pengeluaran
biaya 5.000.000,pengeluaran
keluar duit 20rb,pengeluaran
10 ribu dari konten youtube sebagai hasil jual,pemasukan
pengeluaran 100k,pengeluaran
kirim 2jt,pengeluaran
membayar 20rb,pengeluaran
jualan online ditransfer 20rb,pemasukan
5000 buat motor,pengeluaran
1 juta buat pulsa,pengeluaran
50.000 untuk tarik tunai es kopi,pengeluaran
keluar duit 5000,pengeluaran
10 ribu buat listrik,pengeluaran
250.000 dari trading sebagai donasi masuk,pemasukan
keluar duit 10 ribu,pengeluaran
klien pendapatan 250.000,pemasukan
10 ribu dari klien sebagai menang,pemasukan
250.000 buat listrik,pengeluaran
menang uang 750 ribu dari jualan online,pemasukan
750 ribu untuk top up es kopi,pengeluaran
2jt buat baju,pengeluaran
event terima 100k,pemasukan
1 juta buat token listrik,pengeluaran
pendapatan 250.000,pemasukan
menjual uang 5.000.000 dari bos,pemasukan
50.000 untuk membayar listrik,pengeluaran
duit masuk 20rb,pemasukan
50.000 untuk tarik tunai token listrik,pengeluaran
habis untuk jajanan 250.000,pengeluaran
50.000 dari endorse sebagai menerima,pemasukan
pendapatan 100k,pemasukan
ongkos 750 ribu,pengeluaran
gaji uang 750 ribu dari klien,pemasukan
keluar duit 10 ribu,pengeluaran
50.000 dari donatur sebagai hasil jual,pemasukan
transfer listrik 20rb,pengeluaran
20rb dari endorse sebagai ditransfer,pemasukan
beli handphone 100k,pengeluaran
dikasih uang 750 ribu dari investasi,pemasukan
freelance menang 750 ribu,pemasukan
keluar uang 2jt,pengeluaran
5.000.000 untuk spend buku,pengeluaran
2jt untuk biaya air,pengeluaran
hadiah uang 100k dari jualan online,pemasukan
keluar duit 2jt,pengeluaran
dapat 750 ribu,pemasukan
keluar duit 250.000,pengeluaran
duit masuk 20rb,pemasukan
transfer 5.000.000,pengeluaran
dikasih 1 juta,pemasukan
5.000.000 untuk habis untuk nasi goreng,pengeluaran
duit masuk 2jt,pemasukan
ongkos mobil 250.000,pengeluaran
spend 1 juta,pengeluaran
1 juta buat es kopi,pengeluaran
konten youtube komisi 100k,pemasukan
komisi uang 5000 dari bos,pemasukan
2jt buat handphone,pengeluaran
spend 5.000.000,pengeluaran
donasi masuk uang 2jt dari proyek,pemasukan
20rb untuk spend nasi goreng,pengeluaran
refund uang 2jt dari donatur,pemasukan
donatur transfer masuk 750 ribu,pemasukan
10 ribu untuk donasi keluar es kopi,pengeluaran
trading dapat 750 ribu,pemasukan
beli 2jt,pengeluaran
50.000 buat ayam geprek,pengeluaran
isi saldo 2jt,pengeluaran
jualan online donasi masuk 2jt,pemasukan
pengeluaran 5000,pengeluaran
top up mobil 750 ribu,pengeluaran
donasi masuk uang 20rb dari event,pemasukan
keluar duit 250.000,pengeluaran
beli motor 1 juta,pengeluaran
keluar duit 20rb,pengeluaran
100k untuk transfer token listrik,pengeluaran
bonus uang 100k dari event,pemasukan
tarik tunai tas 100k,pengeluaran
100k untuk narik uang tas,pengeluaran
keluar duit 10 ribu,pengeluaran
isi saldo es kopi 5.000.000,pengeluaran
pengeluaran nasi goreng 5000,pengeluaran
50.000 buat ayam geprek,pengeluaran
keluar duit 1 juta,pengeluaran
beli 50.000,pengeluaran
100k dari freelance sebagai menjual,pemasukan
5000 untuk narik uang pulsa,pengeluaran
kirim 5.000.000,pengeluaran
duit masuk 20rb,pemasukan
duit masuk 100k,pemasukan
dapat 5.000.000,pemasukan
2jt buat wifi,pengeluaran
menang uang 50.000 dari teman,pemasukan
ongkos handphone 20rb,pengeluaran
ditransfer uang 20rb dari bos,pemasukan
menang uang 10 ribu dari toko,pemasukan
keluar duit 2jt,pengeluaran
bayar pulsa 20rb,pengeluaran
gaji 5.000.000,pemasukan
keluar duit 5.000.000,pengeluaran
menjual 100k,pemasukan
pendapatan 5000,pemasukan
klien menerima 20rb,pemasukan
menang uang 20rb dari konten youtube,pemasukan
duit masuk 10 ribu,pemasukan
bos hasil jual 5000,pemasukan
250.000 untuk beli BBM,pengeluaran
transfer masuk uang 10 ribu dari toko,pemasukan
5000 dari konten youtube sebagai gaji,pemasukan
ditransfer 100k,pemasukan
kirim 100k,pengeluaran
5000 untuk narik uang tas,pengeluaran
1 juta untuk tarik tunai buku,pengeluaran
duit masuk 50.000,pemasukan
1 juta dari endorse sebagai dikasih,pemasukan
250.000 buat baju,pengeluaran
2jt dari event sebagai menjual,pemasukan
isi saldo 2jt,pengeluaran
dikasih 5.000.000,pemasukan
freelance uang kembali 750 ribu,pemasukan
keluar duit 100k,pengeluaran
bayar handphone 20rb,pengeluaran
1 juta untuk isi saldo komputer,pengeluaran
duit masuk 100k,pemasukan
250.000 buat motor,pengeluaran
endorse bonus 10 ribu,pemasukan
1 juta untuk spend baju,pengeluaran
ditransfer uang 20rb dari trading,pemasukan
duit masuk 10 ribu,pemasukan
terima uang 5.000.000 dari donatur,pemasukan
hasil jual uang 100k dari jualan online,pemasukan
250.000 dari bos sebagai hasil jual,pemasukan
10 ribu buat wifi,pengeluaran
10 ribu untuk ongkos BBM,pengeluaran
duit masuk 20rb,pemasukan
endorse menjual 10 ribu,pemasukan
menjual 2jt,pemasukan
100k buat pulsa,pengeluaran
refund uang 250.000 dari toko,pemasukan
keluar duit 100k,pengeluaran
dikasih uang 250.000 dari klien,pemasukan
5000 buat komputer,pengeluaran
50.000 dari teman sebagai refund,pemasukan
dikasih 1 juta,pemasukan
keluar duit 750 ribu,pengeluaran
menang 20rb,pemasukan
kirim 100k,pengeluaran
1 juta dari event sebagai donasi masuk,pemasukan
bos transfer masuk 1 juta,pemasukan
membeli komputer 5000,pengeluaran
kerja part-time refund 1 juta,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 750 ribu,pengeluaran
100k dari bos sebagai komisi,pemasukan
gaji uang 250.000 dari teman,pemasukan
pengeluaran 1 juta,pengeluaran
klien pemasukan 750 ribu,pemasukan
bonus uang 250.000 dari endorse,pemasukan
uang kembali uang 50.000 dari bos,pemasukan
keluar duit 100k,pengeluaran
event menjual 5000,pemasukan
duit masuk 10 ribu,pemasukan
keluar duit 100k,pengeluaran
5.000.000 buat nasi goreng,pengeluaran
5000 buat handphone,pengeluaran
50.000 dari bos sebagai menang,pemasukan
5000 buat tas,pengeluaran
menerima uang 1 juta dari endorse,pemasukan
100k buat baju,pengeluaran
freelance pendapatan 1 juta,pemasukan
keluar duit 2jt,pengeluaran
750 ribu untuk donasi keluar sepatu,pengeluaran
100k untuk sumbangan buku,pengeluaran
pemasukan uang 50.000 dari kerja part-time,pemasukan
duit masuk 10 ribu,pemasukan
narik uang motor 5.000.000,pengeluaran
duit masuk 50.000,pemasukan
duit masuk 5.000.000,pemasukan
top up es kopi 100k,pengeluaran
20rb untuk kirim game online,pengeluaran
keluar duit 250.000,pengeluaran
keluar duit 1 juta,pengeluaran
trading menang 750 ribu,pemasukan
duit masuk 750 ribu,pemasukan
kerja part-time ditransfer 10 ribu,pemasukan
donasi keluar 250.000,pengeluaran
uang kembali uang 20rb dari trading,pemasukan
donasi keluar ayam geprek 750 ribu,pengeluaran
20rb buat mobil,pengeluaran
50.000 untuk pengeluaran parkir,pengeluaran
uang kembali 5000,pemasukan
donasi keluar 5.000.000,pengeluaran
750 ribu buat pulsa,pengeluaran
sumbangan token listrik 250.000,pengeluaran
5.000.000 dari freelance sebagai refund,pemasukan
keluar duit 1 juta,pengeluaran
toko komisi 20rb,pemasukan
750 ribu untuk top up nasi goreng,pengeluaran
duit masuk 10 ribu,pemasukan
isi saldo 50.000,pengeluaran
5.000.000 buat air,pengeluaran
duit masuk 100k,pemasukan
gaji uang 5.000.000 dari bos,pemasukan
1 juta dari klien sebagai komisi,pemasukan
keluar duit 20rb,pengeluaran
top up handphone 1 juta,pengeluaran
5.000.000 dari konten youtube sebagai hasil jual,pemasukan
duit masuk 750 ribu,pemasukan
beli 100k,pengeluaran
100k dari investasi sebagai pemasukan,pemasukan
dapat 50.000,pemasukan
duit masuk 5.000.000,pemasukan
750 ribu dari proyek sebagai dikasih,pemasukan
duit masuk 2jt,pemasukan
membayar handphone 2jt,pengeluaran
dapat 2jt,pemasukan
menang uang 2jt dari event,pemasukan
keluar duit 5.000.000,pengeluaran
5000 buat baju,pengeluaran
hasil jual uang 1 juta dari orang tua,pemasukan
pendapatan 750 ribu,pemasukan
membayar pulsa 2jt,pengeluaran
pemasukan 2jt,pemasukan
50.000 buat parkir,pengeluaran
10 ribu untuk isi saldo game online,pengeluaran
pemasukan uang 250.000 dari konten youtube,pemasukan
2jt dari konten youtube sebagai menang,pemasukan
5.000.000 buat BBM,pengeluaran
20rb buat listrik,pengeluaran
terima uang 5.000.000 dari kerja part-time,pemasukan
2jt untuk ongkos motor,pengeluaran
1 juta untuk membayar sepatu,pengeluaran
membayar paket data 750 ribu,pengeluaran
duit masuk 10 ribu,pemasukan
1 juta dari orang tua sebagai bonus,pemasukan
2jt buat listrik,pengeluaran
menang 50.000,pemasukan
toko menjual 5.000.000,pemasukan
pengeluaran komputer 1 juta,pengeluaran
bayar 5000,pengeluaran
100k dari konten youtube sebagai bonus,pemasukan
duit masuk 1 juta,pemasukan
tarik tunai motor 50.000,pengeluaran
5000 buat game online,pengeluaran
orang tua pendapatan 50.000,pemasukan
freelance donasi masuk 2jt,pemasukan
duit masuk 100k,pemasukan
transfer pulsa 5.000.000,pengeluaran
1 juta untuk spend pulsa,pengeluaran
hadiah 10 ribu,pemasukan
keluar duit 1 juta,pengeluaran
2jt buat nasi goreng,pengeluaran
duit masuk 5000,pemasukan
2jt buat pulsa,pengeluaran
keluar uang sepatu 1 juta,pengeluaran
keluar duit 1 juta,pengeluaran
dapat uang 50.000 dari orang tua,pemasukan
menjual uang 100k dari event,pemasukan
beli buku 20rb,pengeluaran
250.000 buat komputer,pengeluaran
pemasukan uang 1 juta dari donatur,pemasukan
donasi keluar 10 ribu,pengeluaran
5000 untuk kirim sepatu,pengeluaran
5000 dari proyek sebagai hasil jual,pemasukan
duit masuk 1 juta,pemasukan
pendapatan 2jt,pemasukan
100k dari toko sebagai hasil jual,pemasukan
duit masuk 20rb,pemasukan
membeli listrik 5000,pengeluaran
toko menang 5.000.000,pemasukan
duit masuk 5.000.000,pemasukan
5000 buat sepatu,pengeluaran
keluar duit 100k,pengeluaran
100k buat motor,pengeluaran
beli parkir 5.000.000,pengeluaran
kerja part-time bonus 5.000.000,pemasukan
hasil jual uang 50.000 dari jualan online,pemasukan
duit masuk 5000,pemasukan
donasi keluar 250.000,pengeluaran
biaya 100k,pengeluaran
duit masuk 50.000,pemasukan
2jt untuk habis untuk handphone,pengeluaran
proyek hasil jual 5.000.000,pemasukan
250.000 buat token listrik,pengeluaran
50.000 dari teman sebagai ditransfer,pemasukan
event uang kembali 1 juta,pemasukan
dapat uang 50.000 dari jualan online,pemasukan
top up 1 juta,pengeluaran
kirim 750 ribu,pengeluaran
keluar duit 750 ribu,pengeluaran
event menerima 100k,pemasukan
isi saldo 750 ribu,pengeluaran
2jt buat listrik,pengeluaran
duit masuk 100k,pemasukan
duit masuk 250.000,pemasukan
membeli 100k,pengeluaran
2jt dari endorse sebagai dikasih,pemasukan
pendapatan 750 ribu,pemasukan
1 juta dari trading sebagai bonus,pemasukan
hasil jual 5000,pemasukan
spend 5000,pengeluaran
dikasih 20rb,pemasukan
duit masuk 2jt,pemasukan
top up 750 ribu,pengeluaran
kerja part-time donasi masuk 2jt,pemasukan
beli tas 10 ribu,pengeluaran
duit masuk 250.000,pemasukan
keluar duit 750 ribu,pengeluaran
2jt dari proyek sebagai menerima,pemasukan
duit masuk 750 ribu,pemasukan
habis untuk es kopi 10 ribu,pengeluaran
duit masuk 750 ribu,pemasukan
10 ribu dari kerja part-time sebagai gaji,pemasukan
duit masuk 5.000.000,pemasukan
investasi hadiah 50.000,pemasukan
250.000 dari event sebagai pemasukan,pemasukan
menang 50.000,pemasukan
bonus 20rb,pemasukan
duit masuk 1 juta,pemasukan
beli handphone 5000,pengeluaran
keluar duit 50.000,pengeluaran
1 juta buat ayam geprek,pengeluaran
donasi masuk 5.000.000,pemasukan
20rb untuk donasi keluar tas,pengeluaran
jualan online transfer masuk 10 ribu,pemasukan
duit masuk 2jt,pemasukan
5.000.000 buat parkir,pengeluaran
gaji uang 100k dari proyek,pemasukan
2jt untuk transfer parkir,pengeluaran
duit masuk 250.000,pemasukan
50.000 untuk membeli tas,pengeluaran
duit masuk 5.000.000,pemasukan
100k buat buku,pengeluaran
habis untuk handphone 5000,pengeluaran
dikasih uang 2jt dari kerja part-time,pemasukan
keluar duit 2jt,pengeluaran
250.000 buat game online,pengeluaran
top up handphone 5000,pengeluaran
biaya handphone 750 ribu,pengeluaran
teman ditransfer 5.000.000,pemasukan
250.000 dari investasi sebagai transfer masuk,pemasukan
bayar pulsa 750 ribu,pengeluaran
50.000 buat komputer,pengeluaran
toko menjual 5000,pemasukan
top up 100k,pengeluaran
dapat 20rb,pemasukan
freelance hadiah 5.000.000,pemasukan
10 ribu untuk biaya game online,pengeluaran
freelance menerima 5000,pemasukan
top up 20rb,pengeluaran
2jt buat mobil,pengeluaran
beli parkir 2jt,pengeluaran
keluar duit 5.000.000,pengeluaran
sumbangan sepatu 750 ribu,pengeluaran
5.000.000 dari toko sebagai menerima,pemasukan
gaji uang 50.000 dari konten youtube,pemasukan
5000 buat air,pengeluaran
5000 buat token listrik,pengeluaran
membayar 1 juta,pengeluaran
5.000.000 dari kerja part-time sebagai refund,pemasukan
pengeluaran 50.000,pengeluaran
pengeluaran nasi goreng 250.000,pengeluaran
750 ribu untuk biaya mobil,pengeluaran
beli paket data 1 juta,pengeluaran
duit masuk 2jt,pemasukan
keluar duit 50.000,pengeluaran
biaya baju 750 ribu,pengeluaran
1 juta buat es kopi,pengeluaran
100k buat ayam geprek,pengeluaran
keluar duit 750 ribu,pengeluaran
keluar duit 100k,pengeluaran
sumbangan 1 juta,pengeluaran
uang kembali uang 1 juta dari trading,pemasukan
1 juta dari donatur sebagai komisi,pemasukan
trading dapat 50.000,pemasukan
keluar duit 10 ribu,pengeluaran
hasil jual uang 20rb dari investasi,pemasukan
keluar duit 10 ribu,pengeluaran
5000 dari freelance sebagai transfer masuk,pemasukan
pengeluaran es kopi 100k,pengeluaran
trading uang kembali 50.000,pemasukan
komisi 250.000,pemasukan
membayar sepatu 50.000,pengeluaran
konten youtube gaji 100k,pemasukan
habis untuk handphone 250.000,pengeluaran
10 ribu untuk pengeluaran baju,pengeluaran
10 ribu buat BBM,pengeluaran
keluar duit 100k,pengeluaran
5.000.000 dari investasi sebagai terima,pemasukan
250.000 buat buku,pengeluaran
750 ribu untuk kirim mobil,pengeluaran
750 ribu dari klien sebagai bonus,pemasukan
uang kembali uang 2jt dari orang tua,pemasukan
duit masuk 1 juta,pemasukan
hadiah 1 juta,pemasukan
10 ribu buat motor,pengeluaran
pendapatan uang 10 ribu dari proyek,pemasukan
spend 750 ribu,pengeluaran
1 juta buat es kopi,pengeluaran
duit masuk 2jt,pemasukan
5.000.000 buat jajanan,pengeluaran
5000 untuk sumbangan motor,pengeluaran
membeli 20rb,pengeluaran
kirim handphone 100k,pengeluaran
menerima 50.000,pemasukan
20rb dari investasi sebagai uang kembali,pemasukan
proyek bonus 10 ribu,pemasukan
teman gaji 5000,pemasukan
refund 100k,pemasukan
hasil jual uang 50.000 dari event,pemasukan
2jt buat BBM,pengeluaran
kirim 5000,pengeluaran
kirim game online 50.000,pengeluaran
5000 dari event sebagai hadiah,pemasukan
duit masuk 250.000,pemasukan
250.000 buat es kopi,pengeluaran
10 ribu untuk pengeluaran motor,pengeluaran
trading hadiah 50.000,pemasukan
bos hasil jual 10 ribu,pemasukan
menjual uang 5000 dari kerja part-time,pemasukan
keluar duit 250.000,pengeluaran
beli BBM 2jt,pengeluaran
dapat 5000,pemasukan
5.000.000 dari teman sebagai ditransfer,pemasukan
1 juta dari donatur sebagai dikasih,pemasukan
keluar uang 1 juta,pengeluaran
tarik tunai 100k,pengeluaran
keluar uang buku 5000,pengeluaran
10 ribu untuk keluar uang motor,pengeluaran
refund uang 750 ribu dari jualan online,pemasukan
750 ribu dari event sebagai hadiah,pemasukan
5.000.000 untuk sumbangan motor,pengeluaran
keluar duit 10 ribu,pengeluaran
duit masuk 10 ribu,pemasukan
pengeluaran listrik 50.000,pengeluaran
5000 untuk bayar motor,pengeluaran
ditransfer 20rb,pemasukan
keluar duit 250.000,pengeluaran
duit masuk 20rb,pemasukan
keluar duit 20rb,pengeluaran
hadiah uang 5000 dari bos,pemasukan
2jt dari konten youtube sebagai refund,pemasukan
keluar duit 2jt,pengeluaran
endorse dikasih 5000,pemasukan
trading ditransfer 5.000.000,pemasukan
duit masuk 5000,pemasukan
komisi uang 250.000 dari event,pemasukan
ditransfer uang 2jt dari freelance,pemasukan
20rb untuk pengeluaran wifi,pengeluaran
keluar duit 250.000,pengeluaran
100k buat jajanan,pengeluaran
keluar duit 2jt,pengeluaran
750 ribu untuk habis untuk pulsa,pengeluaran
250.000 untuk keluar uang air,pengeluaran
10 ribu buat baju,pengeluaran
100k untuk narik uang ayam geprek,pengeluaran
gaji 100k,pemasukan
bayar 750 ribu,pengeluaran
5.000.000 dari jualan online sebagai transfer masuk,pemasukan
orang tua bonus 2jt,pemasukan
50.000 buat game online,pengeluaran
spend 1 juta,pengeluaran
50.000 untuk donasi keluar wifi,pengeluaran
pendapatan 50.000,pemasukan
uang kembali uang 2jt dari teman,pemasukan
sumbangan es kopi 100k,pengeluaran
100k buat sepatu,pengeluaran
membeli listrik 2jt,pengeluaran
5000 dari orang tua sebagai refund,pemasukan
250.000 dari endorse sebagai uang kembali,pemasukan
terima 5000,pemasukan
konten youtube menerima 250.000,pemasukan
kerja part-time bonus 50.000,pemasukan
hadiah 50.000,pemasukan
100k buat wifi,pengeluaran
10 ribu buat es kopi,pengeluaran
keluar duit 10 ribu,pengeluaran
20rb dari konten youtube sebagai menang,pemasukan
hasil jual 20rb,pemasukan
trading bonus 1 juta,pemasukan
keluar duit 250.000,pengeluaran
spend game online 1 juta,pengeluaran
duit masuk 5.000.000,pemasukan
duit masuk 2jt,pemasukan
50.000 buat wifi,pengeluaran
teman donasi masuk 5.000.000,pemasukan
2jt dari trading sebagai terima,pemasukan
20rb dari konten youtube sebagai menjual,pemasukan
transfer masuk uang 2jt dari teman,pemasukan
isi saldo 2jt,pengeluaran
tarik tunai 100k,pengeluaran
50.000 dari event sebagai hadiah,pemasukan
donasi masuk 750 ribu,pemasukan
duit masuk 50.000,pemasukan
20rb untuk beli tas,pengeluaran
250.000 untuk membeli handphone,pengeluaran
menang uang 5000 dari orang tua,pemasukan
250.000 dari orang tua sebagai terima,pemasukan
100k buat es kopi,pengeluaran
ditransfer uang 2jt dari freelance,pemasukan
duit masuk 10 ribu,pemasukan
2jt untuk sumbangan game online,pengeluaran
100k buat ayam geprek,pengeluaran
membeli 250.000,pengeluaran
pengeluaran handphone 5.000.000,pengeluaran
duit masuk 5.000.000,pemasukan
duit masuk 100k,pemasukan
kirim 50.000,pengeluaran
kirim 20rb,pengeluaran
membayar nasi goreng 5.000.000,pengeluaran
donasi keluar mobil 5000,pengeluaran
transfer 10 ribu,pengeluaran
hadiah uang 100k dari freelance,pemasukan
orang tua menerima 2jt,pemasukan
hadiah uang 1 juta dari toko,pemasukan
komisi uang 20rb dari klien,pemasukan
20rb dari freelance sebagai menerima,pemasukan
100k untuk tarik tunai baju,pengeluaran
event menjual 100k,pemasukan
2jt dari kerja part-time sebagai transfer masuk,pemasukan
menerima uang 2jt dari trading,pemasukan
menang 5.000.000,pemasukan
bonus uang 20rb dari donatur,pemasukan
duit masuk 2jt,pemasukan
keluar duit 10 ribu,pengeluaran
1 juta untuk habis untuk handphone,pengeluaran
duit masuk 750 ribu,pemasukan
trading terima 5.000.000,pemasukan
tarik tunai pulsa 1 juta,pengeluaran
spend 5.000.000,pengeluaran
